atividade_produtiva,municipio_ibge,count
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Olericultura",Dianópolis,1
"Bovinocultura de Leite, Avicultura, Mandiocultura, Olericultura",Carmolândia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Fruticultura, Olericultura, Culturas Anuais",Araguaína,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Araguaína,1
"Bovinocultura de corte, Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Suinocultura",Guaraí,1
"Bovinocultura de corte, Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Suinocultura",Guaraí,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura",Bandeirantes do Tocantins,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",Paranã,1
Olericultura,Palmas,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",Dianópolis,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Suinocultura, Mandiocultura, Culturas Anuais",Fátima,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Piraquê,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Dianópolis,1
"Bovinocultura de Leite, Avicultura, Mandiocultura, Fruticultura",Miranorte,1
"Bovinocultura de corte, Avicultura",Sítio Novo do Tocantins,1
Extrativismo Vegetal,Chapada de Areia,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Ovinocaprinocultura, Pisicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Nova Olinda,1
"Bovinocultura de corte, Avicultura, Suinocultura, Olericultura",Talismã,1
Bovinocultura de corte,Araguanã,1
Mandiocultura,Sítio Novo do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Olericultura",Alvorada,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de corte, Avicultura, Apicultura/meliponicultura",Marianópolis do Tocantins,1
"Suinocultura, Mandiocultura, Fruticultura",Santa Maria do Tocantins,1
Bovinocultura de corte,Almas,1
Bovinocultura de Leite,Axixá do Tocantins,1
"Bovinocultura de Leite, Mandiocultura",Divinópolis do Tocantins,1
"Avicultura, Suinocultura, Pisicultura",dois Irmãos do Tocantins,1
"Bovinocultura de corte, Mandiocultura",Paraíso do Tocantins,1
Bovinocultura de corte,Bandeirantes do Tocantins,1
Bovinocultura de corte,Lagoa da Confusão,1
"Bovinocultura de corte, Mandiocultura",Silvanópolis,1
"Avicultura, Olericultura",Dianópolis,1
"Bovinocultura de corte, Bovinocultura de Leite",Muricilândia,1
"Bovinocultura de corte, Mandiocultura",Paraíso do Tocantins,1
"Mandiocultura, Fruticultura",Bom Jesus do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Bom Jesus do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Araguaína,1
"Bovinocultura de corte, Avicultura, Apicultura/meliponicultura",Santa Terezinha do Tocantins,1
"Bovinocultura de corte, Avicultura",Araguaína,1
"Bovinocultura de corte, Avicultura",dois Irmãos do Tocantins,1
"Bovinocultura de Leite, Fruticultura",Bom Jesus do Tocantins,1
"Bovinocultura de corte, Mandiocultura",Araguaína,1
"Avicultura, Mandiocultura, Fruticultura",Nova Olinda,1
"Avicultura, Mandiocultura, Fruticultura",Sítio Novo do Tocantins,1
"Avicultura, Mandiocultura",dois Irmãos do Tocantins,1
"Mandiocultura, Fruticultura, Culturas Anuais",Tupirama,1
"Avicultura, Mandiocultura, Extrativismo Vegetal",Fátima,1
"Bovinocultura de Leite, Avicultura, Fruticultura",,1
"Bovinocultura de Leite, Avicultura, Suinocultura",dois Irmãos do Tocantins,1
"Bovinocultura de corte, Mandiocultura, Fruticultura",Couto Magalhães,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura",Bom Jesus do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura, Olericultura",Nova Olinda,1
"Avicultura, Fruticultura",Sítio Novo do Tocantins,1
Fruticultura,Miracema do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Olericultura, Culturas Anuais",Dianópolis,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura, Culturas Anuais",Nova Olinda,1
Bovinocultura de corte,Santa Maria do Tocantins,1
Bovinocultura de Leite,Bom Jesus do Tocantins,1
Olericultura,Sítio Novo do Tocantins,1
"Avicultura, Olericultura",Rio da Conceição,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura",Dianópolis,1
"Avicultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de corte, Avicultura, Fruticultura, Olericultura",Dianópolis,1
"Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura",Pedro Afonso,1
"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",Porto Nacional,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Angico,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Pium,1
"Bovinocultura de Leite, Avicultura, Apicultura/meliponicultura",Aragominas,1
"Bovinocultura de Leite, Avicultura, Ovinocaprinocultura, Mandiocultura",Luzinópolis,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Fruticultura",dois Irmãos do Tocantins,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura",Miranorte,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura",Couto Magalhães,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura",dois Irmãos do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Araguaína,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Araguaína,1
"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Monte Santo do Tocantins,1
Fruticultura,Nova Rosalândia,1
"Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Olericultura",Gurupi,1
"Bovinocultura de corte, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura de corte, Avicultura, Pisicultura, Mandiocultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",darcinópolis,1
"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura, Olericultura",dois Irmãos do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Suinocultura, Pisicultura, Fruticultura, Olericultura, Culturas Anuais",Chapada de Areia,1
"Bovinocultura de corte, Avicultura, Suinocultura, Pisicultura",Talismã,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",Itaguatins,1
Avicultura,Alvorada,1
Extrativismo Vegetal,Caseara,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura",Fátima,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",Dianópolis,1
"Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Araguatins,1
"Bovinocultura de corte, Bovinocultura de Leite, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura, Culturas Anuais",Araguaçu,1
Bovinocultura de corte,Santa Terezinha do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura",Couto Magalhães,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",Nova Olinda,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",Novo Acordo,1
"Bovinocultura de corte, Avicultura, Fruticultura",Divinópolis do Tocantins,1
"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",Tupirama,1
"Bovinocultura de Leite, Avicultura, Fruticultura, Agroindustria",Miracema do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Novo Acordo,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",Bandeirantes do Tocantins,1
"Bovinocultura de corte, Avicultura, Suinocultura, Pisicultura",Sucupira,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",Pium,1
"Bovinocultura de corte, Avicultura, Apicultura/meliponicultura",Filadélfia,1
Bovinocultura de corte,Santa Fé do Araguaia,1
Mandiocultura,Sítio Novo do Tocantins,1
Olericultura,Nova Rosalândia,1
Avicultura,Tocantínia,1
Avicultura,Paraíso do Tocantins,1
Avicultura,Miracema do Tocantins,1
"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",Chapada de Areia,1
"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",Muricilândia,1
"Bovinocultura de corte, Mandiocultura",Cariri do Tocantins,1
"Bovinocultura de Leite, Avicultura, Suinocultura, Ovinocaprinocultura, Apicultura/meliponicultura",Aragominas,1
Bovinocultura de Leite,Itaguatins,1
"Avicultura, Olericultura",Rio da Conceição,1
"Avicultura, Suinocultura",Ananás,1
Bovinocultura de corte,Abreulândia,1
Mandiocultura,Caseara,1
Bovinocultura de corte,Dianópolis,1
"Bovinocultura de corte, Avicultura, Ovinocaprinocultura, Mandiocultura, Olericultura, CANA AÇUCAR",Pium,1
