municipio_original,atividade_produtiva,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
Ipueiras,"Bovinocultura de corte, Mandiocultura, Fruticultura",1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
ponte alta do bom jesus,"Bovinocultura de corte, Mandiocultura, Fruticultura",1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
PONTE ALTA DO BOM JESUS,"Bovinocultura de corte, Mandiocultura, Fruticultura",1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
Monte do Carmo,"Avicultura, Mandiocultura, Fruticultura, Olericultura",1,monte do carmo,17.0,1713601.0,Monte do Carmo,monte do carmo,,,,,,1713601.0,17.0,Monte do Carmo
PUGMIL -TO,"Bovinocultura de corte, Mandiocultura, Culturas Anuais",1,pugmil -to,,,,,pugmil,1718451.0,17.0,Pugmil,pugmil,1718451.0,17.0,Pugmil
PALMEIRAS DO TOCANTINS,"Pisicultura, Mandiocultura, Fruticultura, Olericultura",1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
NOVA OLINDA,"Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
PALMEIRAS,"Avicultura, Fruticultura, Olericultura, Culturas Anuais",1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
Novo Jardim,Bovinocultura de corte,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
CASEARA,"Avicultura, Suinocultura, Fruticultura, Culturas Anuais",1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
ARAGUAÍNA,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
DOIS IRMÃOS DO TOCANTINS,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
Palmeirópolis,"Avicultura, Mandiocultura, Fruticultura, Olericultura",1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
Talisma,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
Araguaína,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
BOM JESUS DO TOCANTINS,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
COLMEIA,"Bovinocultura de corte, Olericultura",1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
PALMEIRAS,"Avicultura, Olericultura",1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
DARCINOPOLIS,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
PALMAS,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
Gurupi-TO,"Avicultura, Suinocultura, Mandiocultura, cana de açucar",1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
PALMEIRAS DO TOCANTINS,"Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Barrolândia -To,"Bovinocultura de corte, Fruticultura, Extrativismo Vegetal,",1,barrolandia -to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
CASEARA-TO,"Avicultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",1,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Xambioá,"Bovinocultura de corte, Suinocultura",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Ananás,"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
DIANÓPOLIS,"Bovinocultura de Leite, Avicultura, Suinocultura, Olericultura",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
SILVANÓPOLIS,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura",1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
DOIS IRMÃOS - TO,"Bovinocultura de corte, Mandiocultura, Fruticultura",1,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
Miracema do tocantins-TO,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,miracema do tocantins-to,,,,,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins
MIRANORTE,"Bovinocultura de corte, Avicultura",1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Cristalandia -TO  Associação Vila da Prata,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura",1,cristalandia -to  associacao vila da prata,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
PALMAS,"Avicultura, Suinocultura, Apicultura/meliponicultura, Mandiocultura, Fruticultura, Olericultura",1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
PALMEIRAS DO TOCANTINS,Ovinocaprinocultura,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
AGUIARNOPOLIS,"Avicultura, Olericultura",1,aguiarnopolis,17.0,1700301.0,Aguiarnópolis,aguiarnopolis,,,,,,1700301.0,17.0,Aguiarnópolis
CASEARA-TO,"Bovinocultura de corte, Avicultura, Suinocultura, Olericultura",1,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Ananás,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
Barrolândia-TO,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",1,barrolandia-to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
ITAGUATINS,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura",1,itaguatins,17.0,1710706.0,Itaguatins,itaguatins,,,,,,1710706.0,17.0,Itaguatins
São Salvador do Tocantins,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura",1,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
Dianópolis,Bovinocultura de corte,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Silvanópolis,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
MONTE SANTO,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura, Culturas Anuais",1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Xambioa,"Avicultura, Pisicultura, Olericultura",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
RIO SONO - TO,"Bovinocultura de corte, Pisicultura, Mandiocultura, Fruticultura",1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
BABAÇULÂNDIA,"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
Araguaína,"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
PRAIA NORTE,"Avicultura, Suinocultura, Pisicultura, Mandiocultura, Culturas Anuais",1,praia norte,17.0,1718303.0,Praia Norte,praia norte,,,,,,1718303.0,17.0,Praia Norte
CHAPADA DE AREIA,"Bovinocultura de Leite, Mandiocultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Piraquê,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
Dois Irmãos do Tocantins,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
TUPIRAMA- TO,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,tupirama- to,,,,,tupirama,1721257.0,17.0,Tupirama,tupirama,1721257.0,17.0,Tupirama
pium,"Bovinocultura de Leite, Avicultura, Mandiocultura, Fruticultura, Olericultura",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
RIO SO  TO,Bovinocultura de corte,1,rio so  to,,,,,aparecida do rio negro,1701101.0,17.0,Aparecida do Rio Negro,aparecida do rio negro,1701101.0,17.0,Aparecida do Rio Negro
CASEARA,Bovinocultura de Leite,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
PALMEIRAS DO TOCANTINS,"Avicultura, Olericultura",1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Araguatins,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
araguaína,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
SILVANOPOLIS TO,"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",1,silvanopolis to,,,,,silvanopolis,1720655.0,17.0,Silvanópolis,silvanopolis,1720655.0,17.0,Silvanópolis
NOVA OLINDA,"Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura, Olericultura",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
NOVA OLINDA,"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
MURICILÂNDIA,"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura, Olericultura",1,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
MIRANORTE,"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura, Olericultura",1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Ananás,"Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura, Olericultura",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
DOIS IRMÃOS - TO,"Bovinocultura de Leite, Avicultura, Suinocultura",1,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
PALMAS,"Bovinocultura de Leite, Avicultura, Apicultura/meliponicultura, Mandiocultura",1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
PARANÃ,"Bovinocultura de corte, Avicultura",1,parana,17.0,1716208.0,Paranã,parana,,,,,,1716208.0,17.0,Paranã
pium,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Araguanã,"Bovinocultura de Leite, Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
DIANÓPOLIS-TO,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura",1,dianopolis-to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
CASEARA-TO,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Miracema do Tocantins,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Xambioa,"Bovinocultura de Leite, Mandiocultura",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
RIO DOS BOIS,"Avicultura, Olericultura",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
PEDRO AFONSO,"Mandiocultura, Fruticultura, Olericultura",1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
Novo Jardim,"Bovinocultura de corte, Avicultura, Mandiocultura, Olericultura",1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
Couto Magalhães,"Bovinocultura de corte, Avicultura",1,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
BOM JESUS DO TOCANTINS,Bovinocultura de corte,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
Cristalândia,Bovinocultura de corte,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
PALMEIRAS DO TOCANTINS,"Bovinocultura de Leite, Avicultura, Fruticultura, Olericultura, Culturas Anuais",1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
PUGMIL -TO,"Bovinocultura de corte, Avicultura, Pisicultura, Mandiocultura, Culturas Anuais",1,pugmil -to,,,,,pugmil,1718451.0,17.0,Pugmil,pugmil,1718451.0,17.0,Pugmil
RIO DOS BOIS,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
pium,"Avicultura, Suinocultura, Mandiocultura, Extrativismo Vegetal, cultivo da mangaba",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
NOVA OLINDA,"Bovinocultura de corte, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
CASEARA,Olericultura,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
PIUM,"Bovinocultura de corte, Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Dianópolis - To,"Bovinocultura de corte, Avicultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",1,dianopolis - to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
DARCINOPOLIS,"Apicultura/meliponicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
Couto Magalhães,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura",1,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
RIO SONO,Bovinocultura de corte,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
Xambioá,Avicultura,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
PALMEIRAS,"Bovinocultura de Leite, Avicultura, Apicultura/meliponicultura, Fruticultura, Olericultura",1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
ALMAS TO,"Bovinocultura de corte, Avicultura, Pisicultura, Mandiocultura, Fruticultura, Olericultura",1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
NOVA OLINDA,"Avicultura, Suinocultura, Fruticultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
Riachinho,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
Monte do Carmo,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",1,monte do carmo,17.0,1713601.0,Monte do Carmo,monte do carmo,,,,,,1713601.0,17.0,Monte do Carmo
SILVANOPOLIS,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
NOVA OLINDA - TO,"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",1,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
APARECIDA DO RIO NEGRO,"Bovinocultura de corte, Bovinocultura de Leite, Mandiocultura, Fruticultura, Culturas Anuais",1,aparecida do rio negro,17.0,1701101.0,Aparecida do Rio Negro,aparecida do rio negro,,,,,,1701101.0,17.0,Aparecida do Rio Negro
NOVA OLINDA - TO,"Apicultura/meliponicultura, Mandiocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",1,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
Araguanã,"Bovinocultura de Leite, Mandiocultura",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
ITAGUATINS DO TOCANTINS,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",1,itaguatins do tocantins,,,,,itaguatins,1710706.0,17.0,Itaguatins,itaguatins,1710706.0,17.0,Itaguatins
RIO DOS BOIS,"Bovinocultura de corte, Avicultura, Mandiocultura, Olericultura",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
Araguaína,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
ALMAS,"Bovinocultura de Leite, Avicultura, Pisicultura, Mandiocultura",1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
ARAGUAÍNA,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Fruticultura",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
JAU DO TO,"Bovinocultura de corte, Avicultura",1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
PIUM,"Bovinocultura de corte, Avicultura, Apicultura/meliponicultura, Mandiocultura, Extrativismo Vegetal",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
PARAISO -TO,"Bovinocultura de Leite, Apicultura/meliponicultura, Pisicultura, Fruticultura, VIVEIRO DE MUDAS FRUTÍFERAS",1,paraiso -to,,,,,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins
Dianópolis -To,"Bovinocultura de corte, Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura, Fruticultura, Olericultura",1,dianopolis -to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
LUZINOPOLIS -TO,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",1,luzinopolis -to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
Araguatins,"Bovinocultura de corte, Bovinocultura de Leite, Suinocultura, Apicultura/meliponicultura, Mandiocultura, Fruticultura",1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
SANTA MARIA DO TOCANTINS,"Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
São Bento do Tocantins,"Bovinocultura de corte, Avicultura, Suinocultura, Ovinocaprinocultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",1,sao bento do tocantins,17.0,1720101.0,São Bento do Tocantins,sao bento do tocantins,,,,,,1720101.0,17.0,São Bento do Tocantins
araguaína,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Ovinocaprinocultura, Mandiocultura, Fruticultura",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
DIANÓPOLIS,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
PALMEIRAS,"Avicultura, Mandiocultura, Fruticultura, Olericultura",1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
DIVINÓPOLIS - TO,"Bovinocultura de Leite, Mandiocultura",1,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
AXIXÁ DO TOCANTINS,"Bovinocultura de Leite, Mandiocultura",1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
Marianópolis - TO,Avicultura,1,marianopolis - to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
Araguaína,Horticultura,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
RIO DA CONCEIÇÃO,"Bovinocultura de corte, Bovinocultura de Leite, Suinocultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais, AGROINDÚSTRIA LÁCTEA",1,rio da conceicao,17.0,1718659.0,Rio da Conceição,rio da conceicao,,,,,,1718659.0,17.0,Rio da Conceição
SANTA MARIA DO TOCANTINS,"Mandiocultura, Fruticultura",1,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
MIRACEMA DO TOCANTINS,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
SÍTIO NOVO DO TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura",1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
CHAPADA DE AREIA,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Fruticultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
GOIATINS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura",1,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
CHAPADA DE AREIA,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Fruticultura",1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
Cristalandia,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
Miranorte,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
AXIXÁ DO TOCANTINS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
Piraquê,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura",1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
XAMBIOÁ,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Culturas Anuais",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
