municipio_original,atividade_produtiva,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
MIRANORTE,"Bovinocultura de corte, Avicultura, Mandiocultura",1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Cristalandia - TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,cristalandia - to,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
PEDRO AFONSO,"Avicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
PIUM,"Bovinocultura de corte, Avicultura, Mandiocultura",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Araguanã,"Bovinocultura de Leite, Avicultura, Mandiocultura, Milho",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
IPUEIRAS -TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,ipueiras -to,,,,,ipueiras,1709807.0,17.0,Ipueiras,ipueiras,1709807.0,17.0,Ipueiras
IPUEIRAS,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
RIO SONO  TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
RIO DOS BOIS,"Bovinocultura de corte, Avicultura, Mandiocultura",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
MARIANOPOLIS DO TOCANTINS,"Bovinocultura de corte, Avicultura, Mandiocultura",1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
DIANÓPOLIS,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
RIO DOS BOIS,"Bovinocultura de Leite, Avicultura, Mandiocultura, Fruticultura",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
Ananas,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
PARANÃ-TO,"Bovinocultura de corte, Avicultura, Mandiocultura",1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Cristalandia To  Associação Vila da Prata,"Bovinocultura de corte, Avicultura, Mandiocultura, Olericultura",1,cristalandia to  associacao vila da prata,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
PIUM,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
PARAISO DO TOCANTINS,"Avicultura, Suinocultura, Pisicultura, Mandiocultura, Olericultura",1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
ITAGUATINS,"Avicultura, Suinocultura, Pisicultura, Olericultura",1,itaguatins,17.0,1710706.0,Itaguatins,itaguatins,,,,,,1710706.0,17.0,Itaguatins
Dois Irmãos do Tocantins,"Bovinocultura de corte, Mandiocultura, Extrativismo Vegetal, Cupuaçu",1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
FILADÉLFIA,"Bovinocultura de corte, Avicultura, Culturas Anuais",1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
TUPIRAMA,"Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,tupirama,17.0,1721257.0,Tupirama,tupirama,,,,,,1721257.0,17.0,Tupirama
NOVA OLINDA,"Bovinocultura de corte, Avicultura, Suinocultura, Fruticultura, Olericultura",1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
SANTA MARIA DO TOCANTINS,"Avicultura, Suinocultura, Mandiocultura, Fruticultura, Culturas Anuais",1,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
PARANÃ TO,"Bovinocultura de corte, Avicultura, Culturas Anuais",1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Figueiropolis-TO,"Bovinocultura de corte, Mandiocultura, Olericultura",1,figueiropolis-to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
SANTA MARIA DO TO.,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,santa maria do to.,,,,,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins
SILVANOPOLIS,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura",1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Ananás,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
Araguanã,"Bovinocultura de corte, Avicultura, Mandiocultura, Fruticultura, Olericultura",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
Wandrlãndia,"Avicultura, Pisicultura, Mandiocultura, Olericultura",1,wandrlandia,,,,,wanderlandia,1722081.0,17.0,Wanderlândia,wanderlandia,1722081.0,17.0,Wanderlândia
SANTA FÉ DO ARAGUAIA,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
Angico,"Avicultura, Mandiocultura, Fruticultura, Olericultura",1,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
BABAÇULÂNDIA,"Avicultura, Suinocultura, Mandiocultura, Olericultura",1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
CARMOLÂNDIA,"Avicultura, Suinocultura, Mandiocultura, Olericultura",1,carmolandia,17.0,1703883.0,Carmolândia,carmolandia,,,,,,1703883.0,17.0,Carmolândia
PUGMIL -TO,"Bovinocultura de corte, Apicultura/meliponicultura, Pisicultura, Culturas Anuais",1,pugmil -to,,,,,pugmil,1718451.0,17.0,Pugmil,pugmil,1718451.0,17.0,Pugmil
Cristalandia,"Bovinocultura de corte, Olericultura, Culturas Anuais",1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
DOIS IRMÃOS - TO,"Avicultura, Suinocultura, Pisicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
Porto Alegre do Tocantins,"Bovinocultura de corte, Mandiocultura, Culturas Anuais",1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
DIANÓPOLIS,"Bovinocultura de corte, Mandiocultura, Fruticultura, Olericultura, Extrativismo Vegetal",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
LUZINOPOLIS-TO,"Avicultura, Fruticultura, Olericultura, Culturas Anuais",1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
Araguaçu,"Avicultura, Suinocultura, Olericultura, Culturas Anuais",1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
ALMAS TO,"Bovinocultura de corte, Avicultura, Ovinocaprinocultura",1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
SÍTIO NOVO DO TO,"Avicultura, Suinocultura, Mandiocultura, Olericultura, Culturas Anuais, Extrativismo Vegetal",1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
MURICILÂNDIA,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Ovinocaprinocultura, Fruticultura",1,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
DIANÓPOLIS,"Bovinocultura de Leite, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Xambioa,"Avicultura, Mandiocultura, Olericultura, Culturas Anuais",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
AXIXÁ DO TOCANTINS,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura",1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
MONTE DO CARMO-TO,"Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",1,monte do carmo-to,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
PIUM,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Fruticultura, Culturas Anuais, Extrativismo Vegetal",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Araguaína,"Avicultura, Suinocultura, Mandiocultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
SÍTIO DEUS É BOM,"Bovinocultura de corte, Bovinocultura de Leite, Apicultura/meliponicultura, Mandiocultura, Fruticultura, Culturas Anuais",1,sitio deus e bom,,,,,,,,,,,,
Araguanã,"Bovinocultura de Leite, Pisicultura, Mandiocultura, Milho",1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
Dianópolis  -  TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,dianopolis  -  to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
JAU DO TO,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura",1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
Gurupi-TO,"Bovinocultura de corte, Avicultura",1,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
MURICILÂNDIA,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura",1,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
Marianópolis do Tocantins,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura",1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Cachoeirinha,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura",1,cachoeirinha,17.0,1703826.0,Cachoeirinha,cachoeirinha,,,,,,1703826.0,17.0,Cachoeirinha
AXIXA DO TOCANTIS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Fruticultura",1,axixa do tocantis,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
FÁTIMA - TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura",1,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
Araguaína,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Fruticultura, Olericultura, Culturas Anuais",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
PIUM,"Avicultura, Suinocultura, Mandiocultura, Extrativismo Vegetal",1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Santa Terezinha do tocantins,"Bovinocultura de corte, Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Mandiocultura, Olericultura",1,santa terezinha do tocantins,17.0,1720002.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,,,,,,1720002.0,17.0,Santa Terezinha do Tocantins
DOIS IRMÃOS DO TOCANTINS,"Bovinocultura de corte, Avicultura, Suinocultura, Pisicultura",1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
MIRANORTE,"Bovinocultura de corte, Avicultura, Suinocultura, Pisicultura",1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
ALIANÇA,"Bovinocultura de corte, Avicultura, Suinocultura, Pisicultura",1,alianca,,,,,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins
Piraquê,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
RIO SONO - TO,"Bovinocultura de corte, Mandiocultura",1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
Dianópolis,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura, Mandiocultura, Fruticultura, Olericultura, Culturas Anuais",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
SÍTIO NOVO DO TOCANTINS,Bovinocultura de Leite,1,sitio novo do tocantins,17.0,1720804.0,Sítio Novo do Tocantins,sitio novo do tocantins,,,,,,1720804.0,17.0,Sítio Novo do Tocantins
Monte Santo,"Bovinocultura de corte, Avicultura, Suinocultura, silvicultura",1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Xambioá,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura",1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
PEDRO AFONSO,"Bovinocultura de corte, Mandiocultura",1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
SÍTIO NOVO DO TOCANTINS,"Bovinocultura de Leite, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Extrativismo Vegetal",1,sitio novo do tocantins,17.0,1720804.0,Sítio Novo do Tocantins,sitio novo do tocantins,,,,,,1720804.0,17.0,Sítio Novo do Tocantins
Araguatins,"Avicultura, Suinocultura, Olericultura",1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
Miracema do tocantins,"Bovinocultura de corte, Avicultura, Mandiocultura, Culturas Anuais",1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Araguaina,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -, Avicultura",1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
DIANÓPOLIS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
SANTA RITA DO TOCANTINS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,santa rita do tocantins,17.0,1718899.0,Santa Rita do Tocantins,santa rita do tocantins,,,,,,1718899.0,17.0,Santa Rita do Tocantins
Pedro Afonso,"Avicultura, Pisicultura, Mandiocultura",1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
PORTO NACIONAL,"Avicultura, Apicultura/meliponicultura",1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
PORTO ALEGRE DO TOCANTINS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
SANTA FE DO ARAGUAIA,"Bovinocultura de corte, Avicultura, Suinocultura, Ovinocaprinocultura",1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
CASEARA - TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
PARAISO DO TOCANTINS,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
CARIRI DO TOCANTINS - TO,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,cariri do tocantins - to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
DIVINÓPOLIS,"Bovinocultura de corte, Mandiocultura",1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Filadélfia,"Bovinocultura mista (Touro - com características de corte, vaca - cruzada, principais produtos comercializados - bezerros e leite) -",1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Nova Rosalândia,Bovinocultura de corte,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
pium,Bovinocultura de corte,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Barrolândia,Olericultura,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
TUPIRAMA TO,Mandiocultura,1,tupirama to,,,,,tupirama,1721257.0,17.0,Tupirama,tupirama,1721257.0,17.0,Tupirama
SÃO MIGUEL DO TOCANTINS,Olericultura,1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
Miracema do Tocantins,Bovinocultura de Leite,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
MONTE SANTO DO TOCANTINS - TO,Bovinocultura de corte,1,monte santo do tocantins - to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
RIO DOS BOIS,"Bovinocultura de corte, Mandiocultura",1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
PARANÃ TO,"Avicultura, Suinocultura, Mandiocultura, Olericultura, Culturas Anuais",1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Divinopolis,Bovinocultura de corte,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
BARROLÂNDIA,Bovinocultura de corte,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
LAJEADO,Bovinocultura de Leite,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
ALIANÇA DO TOCANTINS,"Bovinocultura de corte, Bovinocultura de Leite, Avicultura, Suinocultura, Ovinocaprinocultura",1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
PORTO ALEGRE DO TOCANTINS,Bovinocultura de corte,1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
Filadelfia -TO,"Avicultura, Suinocultura, Olericultura",1,filadelfia -to,,,,,filadelfia,1707702.0,17.0,Filadélfia,filadelfia,1707702.0,17.0,Filadélfia
Lagoa da Confusão,"Bovinocultura de corte, Avicultura, Suinocultura, Mandiocultura, Fruticultura, Olericultura",1,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
TUPIRAMA TO,Fruticultura,1,tupirama to,,,,,tupirama,1721257.0,17.0,Tupirama,tupirama,1721257.0,17.0,Tupirama
