uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
"Plantio convencional, Aração e gradagem, Pastagem nativa",,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Aração e gradagem, Queimadas",,Tocantínia,1,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
"Roça de toco, Aração e gradagem, Queimadas, Uso de agrotóxicos",Degradação Média,MURICILÂNDIA,1,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
Não usa,Degradação Média,Cristalandia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
"Roça de toco, Plantio convencional",Não possui degradação,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
Não usa,Não possui degradação,CASEARA,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Roça de toco, Queimadas",Não possui degradação,Dianópolis -To,1,dianopolis -to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Plantio convencional, Pastagem nativa",Degradação Média,GURUPI,1,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
"Roça de toco, Plantio convencional, Pastagem nativa",Não possui degradação,araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Roça de toco, Pastagem nativa",Não possui degradação,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Plantio convencional, Uso de agrotóxicos",Pouco degradado,ALMAES TO,1,almaes to,,,,,,,,,,,,
"Plantio convencional, Aração e gradagem",Degradação Média,CHAPADA DE AREIA,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Aração e gradagem, Pastagem nativa",Não possui degradação,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
Uso de agrotóxicos,Não possui degradação,AXIXA DO TOCANTIS,1,axixa do tocantis,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
Aração e gradagem,Degradação Média,FÁTIMA - TO,1,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
"Roça de toco, Pastagem nativa, Monocultura, Uso de agrotóxicos",Não possui degradação,PARANÃ -TO,1,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Plantio convencional, Aração e gradagem, Pastagem nativa",Pouco degradado,Babaçulandia,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,PEIXE,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
"Aração e gradagem, Uso de agrotóxicos",Degradação Média,Colmeia,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
"Roça de toco, Plantio convencional, Monocultura",,MONTE DO CARMO-TO.,1,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
"Aração e gradagem, Monocultura, Uso de agrotóxicos",Pouco degradado,SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Palmeirópolis,1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
"Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Degradação Média,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Aração e gradagem, Queimadas, Monocultura, Uso de agrotóxicos",Não possui degradação,"P.A Tamboril , Angico - TO",1,"p.a tamboril , angico - to",,,,,angico,1701051.0,17.0,Angico,angico,1701051.0,17.0,Angico
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa, Monocultura, Uso de agrotóxicos",Pouco degradado,Nova Olinda,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
Plantio convencional,Degradação Média,Nova Rosalândia,1,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
Plantio convencional,Degradação Média,Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Aração e gradagem, Monocultura",Pouco degradado,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
Aração e gradagem,,Alvorada,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
"Aração e gradagem, Queimadas, Uso de agrotóxicos",Não possui degradação,Cristalandia,1,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
Não usa,Pouco degradado,MIRANORTE,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
"Roça de toco, Uso de agrotóxicos",Pouco degradado,IPUEIRAS -TO,1,ipueiras -to,,,,,ipueiras,1709807.0,17.0,Ipueiras,ipueiras,1709807.0,17.0,Ipueiras
"Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,ARAGUAÍNA,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Roça de toco, Plantio convencional, Aração e gradagem",Não possui degradação,RIO SONO  TO,1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa",,PEDRO AFONSO,1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
"Plantio convencional, Aração e gradagem, Pastagem nativa, Monocultura",,BOM JESUS DO TOCANTINS,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
"Roça de toco, Aração e gradagem",Degradação Média,Porto Alegre do Tocantins,1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
"Roça de toco, Aração e gradagem",Não possui degradação,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Plantio convencional, Aração e gradagem",,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Plantio convencional, Aração e gradagem",Não possui degradação,Miracema do tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Plantio convencional,Não possui degradação,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Aração e gradagem, Uso de agrotóxicos",,ITAGUATINS,1,itaguatins,17.0,1710706.0,Itaguatins,itaguatins,,,,,,1710706.0,17.0,Itaguatins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,DOIS IRMÃOS DO TOCANTINS - TO,1,dois irmaos do tocantins - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
Uso de agrotóxicos,Pouco degradado,Dois Irmãos,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Aração e gradagem, Pastagem nativa",Degradação Média,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Roça de toco, Plantio convencional, Queimadas, Pastagem nativa, Monocultura, Uso de agrotóxicos",Pouco degradado,Darcinópolis,1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa",,CASEARA-TO,1,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Roça de toco, Aração e gradagem, Queimadas",Não possui degradação,Ananás,1,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
Aração e gradagem,Pouco degradado,FÁTIMA -TO,1,fatima -to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Figueiropolis-TO,1,figueiropolis-to,,,,,figueiropolis,1707652.0,17.0,Figueirópolis,figueiropolis,1707652.0,17.0,Figueirópolis
"Pastagem nativa, Monocultura, Uso de agrotóxicos",Pouco degradado,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Roça de toco, Pastagem nativa",Pouco degradado,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Roça de toco, Plantio convencional, Queimadas",Não possui degradação,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Não usa,,CASEARA,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Roça de toco, Plantio convencional, Pastagem nativa",,PEDRO AFONSO TO.,1,pedro afonso to.,,,,,pedro afonso,1716505.0,17.0,Pedro Afonso,pedro afonso,1716505.0,17.0,Pedro Afonso
Aração e gradagem,Não possui degradação,ALMAS TO,1,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Degradação Média,Aliança do Tocantins,1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
"Plantio convencional, Aração e gradagem",Pouco degradado,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,SANTA FÉ DO ARAGUAINA,1,santa fe do araguaina,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
"Roça de toco, Plantio convencional, Queimadas",,Couto Magalhães,1,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,ANANÁS - TO,1,ananas - to,,,,,ananas,1701002.0,17.0,Ananás,ananas,1701002.0,17.0,Ananás
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,SITIO NOVO-TO,1,sitio novo-to,,,,,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins
"Plantio convencional, Aração e gradagem",Não possui degradação,Talismã-TO,1,talisma-to,,,,,talisma,1720978.0,17.0,Talismã,talisma,1720978.0,17.0,Talismã
"Aração e gradagem, Queimadas",Pouco degradado,Sucupira-TO,1,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
"Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa, Uso de agrotóxicos",Não possui degradação,Santa Terezinha do Tocantins,1,santa terezinha do tocantins,17.0,1720002.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,,,,,,1720002.0,17.0,Santa Terezinha do Tocantins
Aração e gradagem,Pouco degradado,GOIATINS,1,goiatins,17.0,1709005.0,Goiatins,goiatins,,,,,,1709005.0,17.0,Goiatins
"Roça de toco, Plantio convencional, Aração e gradagem",Não possui degradação,ESPERANTINA -TO,1,esperantina -to,,,,,esperantina,1707405.0,17.0,Esperantina,esperantina,1707405.0,17.0,Esperantina
Aração e gradagem,,PARAISO DO TOCANTINS,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,DOIS IRMAÕS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,PORTO NACIONAL,1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
Aração e gradagem,Pouco degradado,TUPIRAMA,1,tupirama,17.0,1721257.0,Tupirama,tupirama,,,,,,1721257.0,17.0,Tupirama
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Muito degradado,ALIANÇA DO TOCANTINS,1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
"Plantio convencional, Queimadas, Uso de agrotóxicos",,SÃO MIGUEL DO TOCANTINS,1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
"Roça de toco, Aração e gradagem, Monocultura, Uso de agrotóxicos",Não possui degradação,Araguana,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Araguaina,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Plantio convencional, Monocultura, Uso de agrotóxicos",Degradação Média,CRIXÁS DO TOCANTINS,1,crixas do tocantins,17.0,1706258.0,Crixás do Tocantins,crixas do tocantins,,,,,,1706258.0,17.0,Crixás do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Araguaina TO,1,araguaina to,,,,,araguaina,1702109.0,17.0,Araguaína,araguaina,1702109.0,17.0,Araguaína
Pastagem nativa,Muito degradado,MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Roça de toco, Aração e gradagem, Queimadas, Pastagem nativa",Pouco degradado,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
"Roça de toco, Queimadas",Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Roça de toco, Monocultura",,Xambioa,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Roça de toco, Aração e gradagem",Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
Aração e gradagem,,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Roça de toco, Plantio convencional",Pouco degradado,Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
Aração e gradagem,Não possui degradação,Miranorte,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",,AXIXÁ DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,DARCINOPOLIS,1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
Não usa,,AXIXA,1,axixa,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
Roça de toco,Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Roça de toco, Plantio convencional, Monocultura, Uso de agrotóxicos",Degradação Média,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Plantio convencional, Pastagem nativa",Pouco degradado,DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Plantio convencional, Aração e gradagem",Pouco degradado,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Plantio convencional, Aração e gradagem, Monocultura",Muito degradado,SANTA RITA DO TOCANTINS,1,santa rita do tocantins,17.0,1718899.0,Santa Rita do Tocantins,santa rita do tocantins,,,,,,1718899.0,17.0,Santa Rita do Tocantins
"Queimadas, Uso de agrotóxicos",Pouco degradado,Filadélfia,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Plantio convencional, Aração e gradagem",Pouco degradado,MIRANORTE,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Aração e gradagem,Não possui degradação,LAJEADO,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa",Degradação Média,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Roça de toco, Aração e gradagem, Queimadas, Pastagem nativa, Monocultura",Degradação Média,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Degradação Média,CARIRI DO TOCANTIINS -TO,1,cariri do tocantiins -to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
Roça de toco,Não possui degradação,Miranorte,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,LUZINOPOLIS-TO,1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
"Roça de toco, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,Piraquê,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Roça de toco, Aração e gradagem, Queimadas, Pastagem nativa, Monocultura",Pouco degradado,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Plantio convencional, Monocultura, Uso de agrotóxicos",Degradação Média,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,SANTA FE DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
"Aração e gradagem, Uso de agrotóxicos",Degradação Média,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,PIUM -TO,1,pium -to,,,,,pium,1717503.0,17.0,Pium,pium,1717503.0,17.0,Pium
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Wanderlândia,1,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
"Aração e gradagem, Uso de agrotóxicos",Degradação Média,FÁTIMA - TO,1,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
"Plantio convencional, Aração e gradagem",Degradação Média,ALIANÇA DO TOCANTINS,1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Palmeiras do Tocantins,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
"Roça de toco, Queimadas, Pastagem nativa",Degradação Média,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Pouco degradado,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas",Pouco degradado,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Roça de toco,Pouco degradado,MONTE VSANTO -TO,1,monte vsanto -to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Aração e gradagem, Uso de agrotóxicos",,SITIO NOVO TO,1,sitio novo to,,,,,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins,sitio novo do tocantins,1720804.0,17.0,Sítio Novo do Tocantins
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa",Pouco degradado,CARMOLANDIA,1,carmolandia,17.0,1703883.0,Carmolândia,carmolandia,,,,,,1703883.0,17.0,Carmolândia
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas, Monocultura, Uso de agrotóxicos",Pouco degradado,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
"Plantio convencional, Aração e gradagem, Pastagem nativa",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Queimadas, Uso de agrotóxicos",Pouco degradado,SANTA FÉ DO ARAGUAIA-TO,1,santa fe do araguaia-to,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
Aração e gradagem,Pouco degradado,ponte alta do bom jesus,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Plantio convencional, Aração e gradagem",Não possui degradação,DIVINÓPOLIS - TO,1,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Aração e gradagem,,DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Uso de agrotóxicos,Não possui degradação,MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Aração e gradagem,Não possui degradação,NOVO JARDIM,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
Não usa,Degradação Média,DIANÓPOLIS-TO,1,dianopolis-to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Roça de toco, Plantio convencional, Uso de agrotóxicos",Pouco degradado,Araguanã,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",,NOVA OLINDA,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
"Queimadas, Pastagem nativa, Monocultura",Muito degradado,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,PALMEIRAS DO TOCANTINS,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
"Plantio convencional, Uso de agrotóxicos",,SÃO MIGUEL DO TOCANTINS,1,sao miguel do tocantins,17.0,1720200.0,São Miguel do Tocantins,sao miguel do tocantins,,,,,,1720200.0,17.0,São Miguel do Tocantins
Não usa,Pouco degradado,Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
"Roça de toco, Plantio convencional, Aração e gradagem, Queimadas, Monocultura",Degradação Média,Araguanã,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Plantio convencional, Uso de agrotóxicos",,AXIXÁ DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
"Plantio convencional, Aração e gradagem, Monocultura, Uso de agrotóxicos",Pouco degradado,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Aração e gradagem,Não possui degradação,DIANOPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Aração e gradagem, Monocultura",Não possui degradação,Novo Jardim,1,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
"Plantio convencional, Aração e gradagem",,PARAISO DO TOCANTINS,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
