Unnamed: 0,municipio_original,regional,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
993,Pedro Afonso,Miracema,Não possui degradação,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
994,DOIS IRMÃOS - TO,Paraiso,,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
995,Bom Jesus do Tocantins,Miracema,Não possui degradação,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
996,PARAISO -TO,Paraiso,Pouco degradado,paraiso -to,,,,,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins
997,Palmas,Porto,Não possui degradação,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
998,CHÁCARA CRISTO TEM PODER,Paraiso,Não possui degradação,chacara cristo tem poder,,,,,,,,,,,,
999,Rio dos Bois,Miracema,Não possui degradação,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
1000,Pium,Paraiso,Não possui degradação,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
1001,LUZINOPOLIS-TO,Araguatins,Degradação Média,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
1002,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
1003,DOIS IRMÃOS DO TOCANTINS - TO,Paraiso,Pouco degradado,dois irmaos do tocantins - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
1004,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1005,Novo Jardim,Taguatinga,Não possui degradação,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
1006,araguatins-esperantina,Araguatins,Não possui degradação,araguatins-esperantina,,,,,araguatins,1702208.0,17.0,Araguatins,araguatins,1702208.0,17.0,Araguatins
1007,GUARAÍ,Colinas,Pouco degradado,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
1008,Guaraí,Colinas,Pouco degradado,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
1009,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1010,ARAGUAÍNA,Araguaina,Degradação Média,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1011,Dois Irmãos do Tocantins,Paraiso,Pouco degradado,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
1012,DIVINÓPOLIS,Paraiso,Pouco degradado,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
1013,Couto Magalhães,Colinas,Pouco degradado,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
1014,PUGMIL -TO,Paraiso,Pouco degradado,pugmil -to,,,,,pugmil,1718451.0,17.0,Pugmil,pugmil,1718451.0,17.0,Pugmil
1015,Darcinópolis,Araguaina,Pouco degradado,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
1016,MONTE SANTO,Paraiso,Não possui degradação,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
1017,Nova Olinda,Araguaina,Não possui degradação,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1018,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1019,Couto Magalhães,Colinas,Pouco degradado,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
1020,Nova Rosalãndia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
1021,CASEARA-TO,Paraiso,Não possui degradação,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
1022,DOIS IRMÃOS DO TOCANTINS - TO,Paraiso,Pouco degradado,dois irmaos do tocantins - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
1023,Dianópolis,Taguatinga,Degradação Média,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
1024,Pium,Paraiso,Não possui degradação,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
1025,MONTE SANTO,Paraiso,Não possui degradação,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
1026,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1027,Nova Olinda,Araguaina,Não possui degradação,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1028,Nova Olinda,Araguaina,Pouco degradado,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1029,Monte do Carmo,Porto,Degradação Média,monte do carmo,17.0,1713601.0,Monte do Carmo,monte do carmo,,,,,,1713601.0,17.0,Monte do Carmo
1030,Dois Irmãos,Paraiso,Pouco degradado,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
1031,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1032,Esperantina,Araguatins,Não possui degradação,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
1033,DOIS IRMÃOS DO TOCANTINS,Paraiso,Não possui degradação,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
1034,NOVA OLINDA - TO,Araguaina,Não possui degradação,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
1035,FÁTIMA -TO,Porto,Pouco degradado,fatima -to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
1036,FÁTIMA -TO,Porto,Pouco degradado,fatima -to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
1037,Barrolândia -To,Paraiso,Pouco degradado,barrolandia -to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
1038,Araguaína,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1039,DOIS IRMÃOS - TO,Paraiso,Pouco degradado,dois irmaos - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
1040,Couto Magalhães,Colinas,Pouco degradado,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
1041,Nova Olinda,Araguaina,Degradação Média,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1042,Itaguatins,Araguatins,Não possui degradação,itaguatins,17.0,1710706.0,Itaguatins,itaguatins,,,,,,1710706.0,17.0,Itaguatins
1043,FÁTIMA - TO,Porto,Degradação Média,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
1044,Nova Olinda,Araguaina,Degradação Média,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1045,NOVA OLINDA - TO,Araguaina,Degradação Média,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
1046,Nova Olinda,Araguaina,Não possui degradação,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1047,Palmas,Porto,Não possui degradação,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
1048,Cristalândia,Paraiso,Pouco degradado,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
1049,NOVA OLINDA - TO,Araguaina,Pouco degradado,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
1050,Piraquê,Araguaina,Pouco degradado,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
1051,Novo Acordo,Porto,Pouco degradado,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
1052,Couto Magalhães,Colinas,Pouco degradado,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
1053,Nova Rosalãndia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
1054,Pedro Afonso,Miracema,,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
1055,PEDRO AFONSO TO.,Miracema,,pedro afonso to.,,,,,pedro afonso,1716505.0,17.0,Pedro Afonso,pedro afonso,1716505.0,17.0,Pedro Afonso
1056,Rio dos Bois,Miracema,,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
1057,Rio dos Bois,Miracema,,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
1058,Bom Jesus do Tocantins,Miracema,,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
1059,Pedro Afonso,Miracema,,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
1060,Santa Maria do Tocantins,Miracema,,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
1061,Porto Nacional,Porto,,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
1062,Esperantina,Araguatins,,esperantina,17.0,1707405.0,Esperantina,esperantina,,,,,,1707405.0,17.0,Esperantina
1063,Darcinópolis,Araguatins,,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
1064,Nova Rosalândia,Paraiso,,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
1065,Araguanã,Araguaina,Não possui degradação,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
1066,FILADÉLFIA,Araguaina,,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
1067,Chapada de Areia,Paraiso,,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
1068,ABREULANDIA,Paraiso,,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
1069,Darcinópolis,Araguatins,,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
1070,PALMEIRAS,Araguatins,,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
1071,Araguaína,Araguaina,,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1072,Tocantínia,Miracema,,tocantinia,17.0,1721109.0,Tocantínia,tocantinia,,,,,,1721109.0,17.0,Tocantínia
1073,Barrolândia,Paraiso,,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
1074,ARAGUAÍNA,Araguaina,,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1075,Ananás,Araguatins,,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1076,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1077,Araguaína,Araguaina,,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1078,Darcinópolis,Araguatins,,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
1079,DOIS IRMÃOS DO TOCANTINS,Paraiso,,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
1080,Pedro Afonso,Miracema,,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
1081,ARAGUAÍNA,Araguaina,,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1082,Bom Jesus do Tocantins,Miracema,,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
1083,Wanderlândia,Araguaina,,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
1084,Wanderlândia,Araguaina,,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
1085,Nova Rosalândia,Paraiso,,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
1086,DIANÓPOLIS,Taguatinga,,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
1087,Monte do Carmo,Porto,,monte do carmo,17.0,1713601.0,Monte do Carmo,monte do carmo,,,,,,1713601.0,17.0,Monte do Carmo
1088,Palmeirópolis,Gurupi,,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
1089,DIANÓPOLIS,Taguatinga,,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
1090,PALMEIRAS,Araguatins,,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
1091,Araguatins,Araguatins,,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
1092,Piraquê,Araguaina,,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
1093,araguaína,Araguaina,,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1094,Nova Olinda,Araguaina,,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
1095,Araguatins,Araguatins,,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
1096,Paraíso do Tocantins,Paraiso,,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
1097,Bom Jesus do Tocantins,Miracema,,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
1098,Chapada de Areia,Paraiso,,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
1099,Paraíso do Tocantins,Paraiso,,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
1100,Miranorte,Miracema,,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1101,Caseara,Paraiso,Não possui degradação,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
1102,Crixás do Tocantins,Gurupi,,crixas do tocantins,17.0,1706258.0,Crixás do Tocantins,crixas do tocantins,,,,,,1706258.0,17.0,Crixás do Tocantins
1103,MONTE SANTO,Paraiso,,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
1104,MONTE SANTO,Paraiso,Não possui degradação,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
1105,Novo Jardim,Taguatinga,Não possui degradação,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
1106,Pium,Paraiso,,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
1107,Caseara,Paraiso,,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
1108,Santa Maria do Tocantins,Miracema,,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
1109,SILVANOPOLIS TO,Porto,,silvanopolis to,,,,,silvanopolis,1720655.0,17.0,Silvanópolis,silvanopolis,1720655.0,17.0,Silvanópolis
1110,NOVA OLINDA - TO,Araguaina,,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
1111,SÍTIO NOVO DO TO,Araguatins,,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
1112,Gurupi-TO,Gurupi,,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
1113,Praia Norte,Araguatins,,praia norte,17.0,1718303.0,Praia Norte,praia norte,,,,,,1718303.0,17.0,Praia Norte
1114,Paraíso do Tocantins,Paraiso,,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
1115,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1116,Ananás,Araguatins,Não possui degradação,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1117,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1118,PALMEIRAS,Araguatins,Degradação Média,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
1119,FILADÉLFIA,Araguaina,Muito degradado,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
1120,Palmeiras do Tocantins,Araguatins,Pouco degradado,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
1121,Palmeiras do Tocantins,Araguatins,Pouco degradado,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
1122,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1123,Ananás,Araguatins,Não possui degradação,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1124,Ananás,Araguatins,Não possui degradação,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1125,DIANÓPOLIS,Taguatinga,Degradação Média,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
1126,Araguanã,Araguaina,Pouco degradado,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
1127,Filadélfia,Araguaina,Pouco degradado,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
1128,Aurora do Tocantins,Taguatinga,Não possui degradação,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
1129,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1130,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1131,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1132,MURICILÂNDIA,Araguaina,Pouco degradado,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
1133,Barrolândia-TO,Paraiso,Pouco degradado,barrolandia-to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
1134,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1135,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1136,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1137,Ananás,Araguatins,Pouco degradado,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
1138,ITAGUATINS DO TOCANTINS,Araguatins,Pouco degradado,itaguatins do tocantins,,,,,itaguatins,1710706.0,17.0,Itaguatins,itaguatins,1710706.0,17.0,Itaguatins
1139,Riachinho,Araguatins,Pouco degradado,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
1140,DIANÓPOLIS,Taguatinga,Pouco degradado,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
1141,Gurupi,Gurupi,Pouco degradado,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
1142,Bom Jesus do Tocantins,Miracema,Não possui degradação,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
1143,RIO SONO - TO,Miracema,Não possui degradação,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
1144,Araguaína,Araguaina,Não possui degradação,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1145,Axixá do Tocantins,Araguatins,Não possui degradação,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
1146,Xambioá,Araguaina,Degradação Média,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
1147,Palmeiras do Tocantins,Araguatins,Pouco degradado,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
1148,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1149,Santa Maria do Tocantins,Miracema,Pouco degradado,santa maria do tocantins,17.0,1718881.0,Santa Maria do Tocantins,santa maria do tocantins,,,,,,1718881.0,17.0,Santa Maria do Tocantins
1150,Pium,Paraiso,Degradação Média,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
1151,Itaporã do Tocantins,Colinas,Não possui degradação,itapora do tocantins,17.0,1711100.0,Itaporã do Tocantins,itapora do tocantins,,,,,,1711100.0,17.0,Itaporã do Tocantins
1152,PUGMIL -TO,Paraiso,Não possui degradação,pugmil -to,,,,,pugmil,1718451.0,17.0,Pugmil,pugmil,1718451.0,17.0,Pugmil
1153,FILADÉLFIA,Araguaina,Pouco degradado,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
1154,Nova Rosalãndia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
1155,Pium,Paraiso,Pouco degradado,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
1156,Dois Irmãos do Tocantins,Paraiso,Pouco degradado,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
1157,ARAGOMINAS-TO,Araguaina,Pouco degradado,aragominas-to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
1158,Aragominas,Araguaina,Degradação Média,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
1159,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1160,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1161,Divinópolis - TO,Paraiso,Não possui degradação,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
1162,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
1163,DIANÓPOLIS,Taguatinga,,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
1164,Dois Irmãos,Paraiso,Pouco degradado,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
1165,Araguaína,Araguaina,Não possui degradação,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
1166,Araguaína,Araguaina,Não possui degradação,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
