Unnamed: 0,municipio_original,regional,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
508,Crixás do Tocantins,Gurupi,Degradação Média,crixas do tocantins,17.0,1706258.0,Crixás do Tocantins,crixas do tocantins,,,,,,1706258.0,17.0,Crixás do Tocantins
509,Rio dos Bois,Miracema,Pouco degradado,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
510,Novo Jardim,Taguatinga,Não possui degradação,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
511,BARROLÂNDIA -TO,Paraiso,Pouco degradado,barrolandia -to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
512,São Salvador do Tocantins,Gurupi,Degradação Média,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
513,Gurupi-TO,Gurupi,Não possui degradação,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
514,DIANÓPOLIS,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
515,Nova Rosalãndia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
516,ALMAS TO,Taguatinga,Não possui degradação,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
517,RIO SONO TO,Miracema,Não possui degradação,rio sono to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
518,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
519,DIVINÓPOLIS,Paraiso,Não possui degradação,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
520,PIUM -TO,Paraiso,Pouco degradado,pium -to,,,,,pium,1717503.0,17.0,Pium,pium,1717503.0,17.0,Pium
521,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
522,SANTA FÉ DO ARAGUAIA - TO,Araguaina,Pouco degradado,santa fe do araguaia - to,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
523,Silvanópolis,Porto,Degradação Média,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
524,Monte Santo,Paraiso,Pouco degradado,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
525,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
526,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
527,Caseara,Paraiso,Não possui degradação,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
528,PARANÃ-TO,Taguatinga,Não possui degradação,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
529,Gurupi,Gurupi,Degradação Média,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
530,Gurupi,Gurupi,Degradação Média,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
531,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
532,Dueré TO,Gurupi,Muito degradado,duere to,,,,,duere,1707306.0,17.0,Dueré,duere,1707306.0,17.0,Dueré
533,Gurupi-TO,Gurupi,Pouco degradado,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
534,Gurupi-TO,Gurupi,Pouco degradado,gurupi-to,,,,,gurupi,1709500.0,17.0,Gurupi,gurupi,1709500.0,17.0,Gurupi
535,Alvorada,Gurupi,Pouco degradado,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
536,Talismã-TO,Gurupi,Não possui degradação,talisma-to,,,,,talisma,1720978.0,17.0,Talismã,talisma,1720978.0,17.0,Talismã
537,Talismã,Gurupi,Pouco degradado,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
538,Riachinho,Araguatins,Não possui degradação,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
539,Cristalândia,Paraiso,Degradação Média,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
540,Almas,Taguatinga,Não possui degradação,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
541,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
542,PARANÃ -TO,Taguatinga,Não possui degradação,parana -to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
543,DUEURÉ,Gurupi,Pouco degradado,dueure,,,,,duere,1707306.0,17.0,Dueré,duere,1707306.0,17.0,Dueré
544,Alvorada,Gurupi,Pouco degradado,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
545,Sucupira-TO,Gurupi,Muito degradado,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
546,Talismã-TO,Gurupi,Não possui degradação,talisma-to,,,,,talisma,1720978.0,17.0,Talismã,talisma,1720978.0,17.0,Talismã
547,PARANÃ-TO,Taguatinga,Não possui degradação,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
548,DOIS IRMÃOS DO TOCANTINS - TO,Paraiso,Pouco degradado,dois irmaos do tocantins - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
549,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
550,ALMAES TO,Taguatinga,Pouco degradado,almaes to,,,,,,,,,,,,
551,Talismã-TO,Gurupi,Não possui degradação,talisma-to,,,,,talisma,1720978.0,17.0,Talismã,talisma,1720978.0,17.0,Talismã
552,Talismã-TO,Gurupi,Não possui degradação,talisma-to,,,,,talisma,1720978.0,17.0,Talismã,talisma,1720978.0,17.0,Talismã
553,Araguaçu,Gurupi,Pouco degradado,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
554,Ipueiras,Porto,Pouco degradado,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
555,Nova Rosalãndia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
556,Sucupira-TO,Gurupi,Pouco degradado,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
557,Talismã,Gurupi,Não possui degradação,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
558,PARAÍSO DO TOCANTINS,Paraiso,Pouco degradado,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
559,Peixe,Gurupi,Degradação Média,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
560,Cristalândia,Paraiso,Não possui degradação,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
561,Nova Rosalândia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
562,Barrolândia,Paraiso,Pouco degradado,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
563,Araguaçu,Gurupi,Não possui degradação,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
564,Barrolândia,Paraiso,Pouco degradado,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
565,Ananás,Araguatins,Não possui degradação,ananas,17.0,1701002.0,Ananás,ananas,,,,,,1701002.0,17.0,Ananás
566,RIO DA CONCEIÇÃO,Taguatinga,Não possui degradação,rio da conceicao,17.0,1718659.0,Rio da Conceição,rio da conceicao,,,,,,1718659.0,17.0,Rio da Conceição
567,DIANÓPOLIS,Taguatinga,Não possui degradação,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
568,Miracema do Tocantins,Paraiso,Pouco degradado,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
569,Novo Jardim,Taguatinga,Não possui degradação,novo jardim,17.0,1715259.0,Novo Jardim,novo jardim,,,,,,1715259.0,17.0,Novo Jardim
570,Paraíso do Tocantins,Paraiso,Não possui degradação,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
571,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
572,Ipueiras,Porto,Pouco degradado,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
573,Talismã,Gurupi,Pouco degradado,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
574,Nova Rosalãndia,Paraiso,Degradação Média,nova rosalandia,17.0,1715002.0,Nova Rosalândia,nova rosalandia,,,,,,1715002.0,17.0,Nova Rosalândia
575,MONTE DO CARMO-TO,Porto,Pouco degradado,monte do carmo-to,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
576,Rio dos Bois,Miracema,Pouco degradado,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
577,Miracema do tocantins-TO,Paraiso,Pouco degradado,miracema do tocantins-to,,,,,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins
578,MONTE DO CARMO-TO,Porto,Degradação Média,monte do carmo-to,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
579,Aragominas,Araguaina,Pouco degradado,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
580,Cristalândia,Paraiso,Pouco degradado,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
581,ABREULANDIA,Paraiso,Pouco degradado,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
582,Rio dos Bois,Miracema,Pouco degradado,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
583,Xambioá,Araguaina,Degradação Média,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
584,Cristalândia,Paraiso,Pouco degradado,cristalandia,17.0,1706100.0,Cristalândia,cristalandia,,,,,,1706100.0,17.0,Cristalândia
585,Miranorte,Miracema,Pouco degradado,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
586,Silvanópolis,Porto,Pouco degradado,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
587,PARANÃ TO,Taguatinga,Degradação Média,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
588,MIRACEMA,Paraiso,Não possui degradação,miracema,,,,,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins,miracema do tocantins,1713205.0,17.0,Miracema do Tocantins
589,MONTE DO CARMO-TO.,Porto,Pouco degradado,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
590,CASEARA-TO,Paraiso,Não possui degradação,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
591,Cristalândia - TO PA Virgínia,Paraiso,Pouco degradado,cristalandia - to pa virginia,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
592,SÍTIO NOVO DO TOCANTINS,Araguatins,Degradação Média,sitio novo do tocantins,17.0,1720804.0,Sítio Novo do Tocantins,sitio novo do tocantins,,,,,,1720804.0,17.0,Sítio Novo do Tocantins
593,Araguaçu,Gurupi,Pouco degradado,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
594,Aurora do Tocantins,Taguatinga,Pouco degradado,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
595,Lagoa da Confusão,Paraiso,Não possui degradação,lagoa da confusao,17.0,1711902.0,Lagoa da Confusão,lagoa da confusao,,,,,,1711902.0,17.0,Lagoa da Confusão
596,Cristalândia - To,Paraiso,Pouco degradado,cristalandia - to,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
597,São Salvador do Tocantins,Gurupi,Não possui degradação,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
598,PARANÃ,Taguatinga,Pouco degradado,parana,17.0,1716208.0,Paranã,parana,,,,,,1716208.0,17.0,Paranã
599,São Salvador do Tocantins,Gurupi,Degradação Média,sao salvador do tocantins,17.0,1720259.0,São Salvador do Tocantins,sao salvador do tocantins,,,,,,1720259.0,17.0,São Salvador do Tocantins
600,FÁTIMA - TO,Porto,Degradação Média,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
601,Alvorada,Gurupi,Não possui degradação,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
602,Talismã,Gurupi,Não possui degradação,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
603,Marianópolis do Tocantins,Paraiso,Degradação Média,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
604,ALMAS TO,Taguatinga,Não possui degradação,almas to,,,,,almas,1700400.0,17.0,Almas,almas,1700400.0,17.0,Almas
605,Santa Fé do Araguaia,Araguaina,Pouco degradado,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
606,DOIS IRMÃOS DO TOCANTINS,Paraiso,Pouco degradado,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
607,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
608,TALISMÃ,Gurupi,Degradação Média,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
609,ALIANÇA,Gurupi,Degradação Média,alianca,,,,,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins,alianca do tocantins,1700350.0,17.0,Aliança do Tocantins
610,Sucupira-TO,Gurupi,Pouco degradado,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
611,Silvanópolis,Porto,Pouco degradado,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
612,Luzinópolis,Araguatins,Não possui degradação,luzinopolis,17.0,1712454.0,Luzinópolis,luzinopolis,,,,,,1712454.0,17.0,Luzinópolis
613,Monte Santo,Paraiso,Degradação Média,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
614,Caseara,Paraiso,Não possui degradação,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
615,MURICILÂNDIA,Araguaina,Pouco degradado,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
616,Araguanã,Araguaina,Pouco degradado,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
617,SANTA FÉ DO ARAGUAIA,Araguaina,Pouco degradado,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
618,DUERÉ,Gurupi,Degradação Média,duere,17.0,1707306.0,Dueré,duere,,,,,,1707306.0,17.0,Dueré
619,SANTA FÉ DO ARAGUAIA,Araguaina,Degradação Média,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
620,Guaraí,Colinas,Pouco degradado,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
621,Colmeia TO,Colinas,Pouco degradado,colmeia to,,,,,colmeia,1716703.0,17.0,Colméia,colmeia,1716703.0,17.0,Colméia
622,Muricilândia,Araguaina,Degradação Média,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
623,Abreulândia - TO,Paraiso,Pouco degradado,abreulandia - to,,,,,abreulandia,1700251.0,17.0,Abreulândia,abreulandia,1700251.0,17.0,Abreulândia
624,Araguanã,Araguaina,Não possui degradação,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
625,JAU DO TO,Gurupi,Degradação Média,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
626,Marianópolis do Tocantins,Paraiso,Não possui degradação,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
627,Cachoeirinha,Araguatins,Pouco degradado,cachoeirinha,17.0,1703826.0,Cachoeirinha,cachoeirinha,,,,,,1703826.0,17.0,Cachoeirinha
628,MURICILÂNDIA,Araguaina,Pouco degradado,muricilandia,17.0,1713957.0,Muricilândia,muricilandia,,,,,,1713957.0,17.0,Muricilândia
629,RIACHINHO-TO,Araguatins,Não possui degradação,riachinho-to,,,,,riachinho,1718550.0,17.0,Riachinho,riachinho,1718550.0,17.0,Riachinho
630,Araguaçu,Gurupi,Degradação Média,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
631,DIANÓPOLIS,Taguatinga,Degradação Média,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
632,Colméia,Colinas,Pouco degradado,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
633,COLMÉIA,Colinas,Pouco degradado,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
634,Wanderlândia,Araguaina,Pouco degradado,wanderlandia,17.0,1722081.0,Wanderlândia,wanderlandia,,,,,,1722081.0,17.0,Wanderlândia
635,Chapada de Areia,Paraiso,Pouco degradado,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
636,RIACHINHO - TO,Araguatins,Pouco degradado,riachinho - to,,,,,riachinho,1718550.0,17.0,Riachinho,riachinho,1718550.0,17.0,Riachinho
637,Riachinho,Araguatins,Não possui degradação,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
638,Riachinho,Araguatins,Não possui degradação,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
639,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
640,Pium,Paraiso,Pouco degradado,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
641,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
642,Miranorte,Miracema,Não possui degradação,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
643,Barrolândia,Paraiso,Pouco degradado,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
644,ARAGUAÍNA,Araguaina,Pouco degradado,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
645,Araguaína,Araguaina,Degradação Média,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
646,PARANÃ TO,Taguatinga,Pouco degradado,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
647,DOIS IRMÃOS DO TOCANTINS,Paraiso,Pouco degradado,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
648,CASEARA - TO,Paraiso,Pouco degradado,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
649,SANTA FÉ DO ARAGUAIA-TO,Araguaina,Pouco degradado,santa fe do araguaia-to,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
650,Xambioá,Araguaina,Degradação Média,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
651,LUZINOPOLIS-TO,Araguatins,Não possui degradação,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
652,ALIANÇA DO TOCANTINS,Gurupi,Degradação Média,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
653,SANTA FÉ DO ARAGUAIA,Araguaina,Muito degradado,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
654,MONTE SANTO,Paraiso,Não possui degradação,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
655,Guaraí,Colinas,Pouco degradado,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
656,GUARAÍ,Colinas,Pouco degradado,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
657,Axixá do Tocantins,Araguatins,Pouco degradado,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
